bot_id,market,algorithm,symbol
nasdaq_googl_lightgbm__ps_v7,NASDAQ,lightgbm__ps,GOOGL
nasdaq_intc_lightgbm__ps_v2,NASDAQ,lightgbm__ps,INTC
nasdaq_intc_lightgbm__ps_v4,NASDAQ,lightgbm__ps,INTC
nasdaq_intc_lightgbm__ps_v10,NASDAQ,lightgbm__ps,INTC
nasdaq_meta_lightgbm__ps,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v10,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v9,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v4,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v7,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v8,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v5,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v6,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v2,NASDAQ,lightgbm__ps,META
nasdaq_meta_lightgbm__ps_v3,NASDAQ,lightgbm__ps,META
nasdaq_msft_lightgbm__ps_v5,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v4,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v7,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v6,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v9,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v10,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v8,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v3,NASDAQ,lightgbm__ps,MSFT
nasdaq_msft_lightgbm__ps_v2,NASDAQ,lightgbm__ps,MSFT
nasdaq_nflx_lightgbm__ps_v4,NASDAQ,lightgbm__ps,NFLX
nasdaq_nflx_lightgbm__ps_v2,NASDAQ,lightgbm__ps,NFLX
nasdaq_nflx_lightgbm__ps_v10,NASDAQ,lightgbm__ps,NFLX
nasdaq_nflx_lightgbm__ps_v5,NASDAQ,lightgbm__ps,NFLX
nasdaq_nvda_lightgbm__ps_v5,NASDAQ,lightgbm__ps,NVDA
nasdaq_nvda_lightgbm__ps_v2,NASDAQ,lightgbm__ps,NVDA
nasdaq_nvda_lightgbm__ps_v10,NASDAQ,lightgbm__ps,NVDA
nasdaq_nvda_lightgbm__ps_v4,NASDAQ,lightgbm__ps,NVDA
nasdaq_qcom_lightgbm__ps_v5,NASDAQ,lightgbm__ps,QCOM
nasdaq_qcom_lightgbm__ps_v4,NASDAQ,lightgbm__ps,QCOM
nasdaq_qcom_lightgbm__ps_v8,NASDAQ,lightgbm__ps,QCOM
nasdaq_qcom_lightgbm__ps_v2,NASDAQ,lightgbm__ps,QCOM
nasdaq_qcom_lightgbm__ps_v10,NASDAQ,lightgbm__ps,QCOM
nasdaq_tsla_lightgbm__ps_v8,NASDAQ,lightgbm__ps,TSLA
nasdaq_tsla_lightgbm__ps_v5,NASDAQ,lightgbm__ps,TSLA
nasdaq_tsla_lightgbm__ps_v2,NASDAQ,lightgbm__ps,TSLA
nasdaq_tsla_lightgbm__ps_v10,NASDAQ,lightgbm__ps,TSLA
nasdaq_tsla_lightgbm__ps_v4,NASDAQ,lightgbm__ps,TSLA
nasdaq_aapl_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,AAPL
nasdaq_aapl_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,AAPL
nasdaq_aapl_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,AAPL
nasdaq_aapl_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,AAPL
nasdaq_aapl_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,AAPL
nasdaq_adbe_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,ADBE
nasdaq_adbe_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,ADBE
nasdaq_amd_lstm_nn__ps,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,AMD
nasdaq_amd_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,AMD
nasdaq_amzn_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,AMZN
nasdaq_amzn_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,AMZN
nasdaq_avgo_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,AVGO
nasdaq_avgo_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,AVGO
nasdaq_cost_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,COST
nasdaq_cost_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,COST
nasdaq_cost_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,COST
nasdaq_cost_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,COST
nasdaq_csco_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,CSCO
nasdaq_csco_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,CSCO
nasdaq_csco_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,CSCO
nasdaq_csco_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,CSCO
nasdaq_csco_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,CSCO
nasdaq_googl_lstm_nn__ps,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_googl_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,GOOGL
nasdaq_intc_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,INTC
nasdaq_intc_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,INTC
nasdaq_meta_lstm_nn__ps,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,META
nasdaq_meta_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,META
nasdaq_msft_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps,NASDAQ,lstm_nn__ps,MSFT
nasdaq_msft_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,MSFT
nasdaq_nflx_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nflx_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,NFLX
nasdaq_nvda_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,NVDA
nasdaq_nvda_lstm_nn__ps,NASDAQ,lstm_nn__ps,NVDA
nasdaq_qcom_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v4,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v7,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,QCOM
nasdaq_qcom_lstm_nn__ps,NASDAQ,lstm_nn__ps,QCOM
nasdaq_tsla_lstm_nn__ps_v10,NASDAQ,lstm_nn__ps,TSLA
nasdaq_tsla_lstm_nn__ps_v8,NASDAQ,lstm_nn__ps,TSLA
nasdaq_tsla_lstm_nn__ps_v2,NASDAQ,lstm_nn__ps,TSLA
nasdaq_tsla_lstm_nn__ps_v5,NASDAQ,lstm_nn__ps,TSLA
nasdaq_msft_meta_stack__ps,NASDAQ,meta_stack__ps,MSFT
nasdaq_moving_average_v2,NASDAQ,moving_average,
nasdaq_moving_average_v7,NASDAQ,moving_average,
nasdaq_moving_average_v3,NASDAQ,moving_average,
nasdaq_moving_average_v10,NASDAQ,moving_average,
nasdaq_moving_average,NASDAQ,moving_average,
nasdaq_moving_average_v5,NASDAQ,moving_average,
nasdaq_moving_average_v6,NASDAQ,moving_average,
nasdaq_moving_average_v4,NASDAQ,moving_average,
nasdaq_moving_average_v8,NASDAQ,moving_average,
nasdaq_aapl_moving_average__ps_v5,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v6,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v10,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v8,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v9,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v4,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v3,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v7,NASDAQ,moving_average__ps,AAPL
nasdaq_aapl_moving_average__ps_v2,NASDAQ,moving_average__ps,AAPL
nasdaq_adbe_moving_average__ps_v8,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v6,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v7,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v5,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v3,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v10,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v9,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v2,NASDAQ,moving_average__ps,ADBE
nasdaq_adbe_moving_average__ps_v4,NASDAQ,moving_average__ps,ADBE
nasdaq_amd_moving_average__ps_v4,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v6,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v9,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v8,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v5,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v3,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v7,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v2,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps,NASDAQ,moving_average__ps,AMD
nasdaq_amd_moving_average__ps_v10,NASDAQ,moving_average__ps,AMD
nasdaq_amzn_moving_average__ps_v6,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v4,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v9,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v5,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v10,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v2,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v8,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v7,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps_v3,NASDAQ,moving_average__ps,AMZN
nasdaq_amzn_moving_average__ps,NASDAQ,moving_average__ps,AMZN
nasdaq_avgo_moving_average__ps_v8,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v9,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v2,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v10,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v4,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v7,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v3,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v6,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps,NASDAQ,moving_average__ps,AVGO
nasdaq_avgo_moving_average__ps_v5,NASDAQ,moving_average__ps,AVGO
nasdaq_cost_moving_average__ps_v6,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v10,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v4,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v5,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v3,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v8,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v9,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v7,NASDAQ,moving_average__ps,COST
nasdaq_cost_moving_average__ps_v2,NASDAQ,moving_average__ps,COST
nasdaq_csco_moving_average__ps_v9,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v5,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v2,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v6,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v7,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v4,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v10,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v8,NASDAQ,moving_average__ps,CSCO
nasdaq_csco_moving_average__ps_v3,NASDAQ,moving_average__ps,CSCO
nasdaq_googl_moving_average__ps_v9,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v3,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v5,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v2,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v4,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v6,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v10,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v7,NASDAQ,moving_average__ps,GOOGL
nasdaq_googl_moving_average__ps_v8,NASDAQ,moving_average__ps,GOOGL
nasdaq_intc_moving_average__ps_v8,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v7,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v10,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v3,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v2,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v6,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v5,NASDAQ,moving_average__ps,INTC
nasdaq_intc_moving_average__ps_v4,NASDAQ,moving_average__ps,INTC
nasdaq_meta_moving_average__ps_v2,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v3,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v7,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v9,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v5,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v8,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v4,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v10,NASDAQ,moving_average__ps,META
nasdaq_meta_moving_average__ps_v6,NASDAQ,moving_average__ps,META
nasdaq_msft_moving_average__ps_v7,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v3,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v10,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v5,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v2,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v4,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v6,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v8,NASDAQ,moving_average__ps,MSFT
nasdaq_msft_moving_average__ps_v9,NASDAQ,moving_average__ps,MSFT
nasdaq_nflx_moving_average__ps_v10,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v8,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v5,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v4,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v9,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v7,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v6,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v2,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps,NASDAQ,moving_average__ps,NFLX
nasdaq_nflx_moving_average__ps_v3,NASDAQ,moving_average__ps,NFLX
nasdaq_nvda_moving_average__ps_v7,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v8,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v5,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v3,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v9,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v10,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v4,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v2,NASDAQ,moving_average__ps,NVDA
nasdaq_nvda_moving_average__ps_v6,NASDAQ,moving_average__ps,NVDA
nasdaq_qcom_moving_average__ps_v7,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v10,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v4,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v8,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v3,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v6,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v9,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v5,NASDAQ,moving_average__ps,QCOM
nasdaq_qcom_moving_average__ps_v2,NASDAQ,moving_average__ps,QCOM
nasdaq_tsla_moving_average__ps_v2,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v8,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v5,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v9,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v6,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v10,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v7,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v3,NASDAQ,moving_average__ps,TSLA
nasdaq_tsla_moving_average__ps_v4,NASDAQ,moving_average__ps,TSLA
nasdaq_random_forest_v10,NASDAQ,random_forest,
nasdaq_random_forest_v4,NASDAQ,random_forest,
nasdaq_random_forest_v2,NASDAQ,random_forest,
nasdaq_aapl_random_forest__ps_v10,NASDAQ,random_forest__ps,AAPL
nasdaq_aapl_random_forest__ps_v5,NASDAQ,random_forest__ps,AAPL
nasdaq_aapl_random_forest__ps_v8,NASDAQ,random_forest__ps,AAPL
nasdaq_aapl_random_forest__ps_v4,NASDAQ,random_forest__ps,AAPL
nasdaq_aapl_random_forest__ps_v2,NASDAQ,random_forest__ps,AAPL
nasdaq_adbe_random_forest__ps_v10,NASDAQ,random_forest__ps,ADBE
nasdaq_adbe_random_forest__ps_v5,NASDAQ,random_forest__ps,ADBE
nasdaq_adbe_random_forest__ps_v8,NASDAQ,random_forest__ps,ADBE
nasdaq_adbe_random_forest__ps_v2,NASDAQ,random_forest__ps,ADBE
nasdaq_adbe_random_forest__ps_v4,NASDAQ,random_forest__ps,ADBE
nasdaq_amd_random_forest__ps_v5,NASDAQ,random_forest__ps,AMD
nasdaq_amd_random_forest__ps_v2,NASDAQ,random_forest__ps,AMD
nasdaq_amd_random_forest__ps_v4,NASDAQ,random_forest__ps,AMD
nasdaq_amd_random_forest__ps_v10,NASDAQ,random_forest__ps,AMD
nasdaq_amzn_random_forest__ps_v8,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps_v2,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps_v7,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps_v5,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps_v6,NASDAQ,random_forest__ps,AMZN
nasdaq_amzn_random_forest__ps_v4,NASDAQ,random_forest__ps,AMZN
